PR-amplitude,RT-interval,PT-slope,DCT,DWT
3044.8739875319843,54,-4.393270599726245,3.1140696634488725,-10852.500000000007
2798.45909590121,55,-2.2059899488746852,5.654799687233422,-11133.500000000005
3304.1901259644296,55,-5.200470809502747,45.39533169318544,-11219.500000000005
2895.4942371443394,55,-3.1365645697146225,29.070997109456776,-11225.500000000005
3066.534924286325,55,-3.8682648177808345,-2.3660774455893687,-11219.000000000005
2947.8348367035715,54,-3.7422493430950827,4.839365178174396,-11197.000000000004
3110.1030028487767,55,-4.421940255494913,0.42344870362635695,-11180.500000000004
3054.676494388348,55,-4.283453980361547,2.684610662022944,-11157.500000000005
2885.646380538214,54,-3.723955505642582,1.5575819192900062,-11158.500000000005
3127.5172641235135,55,-4.357088259428591,3.308035641389852,-11166.500000000005
2984.476158669542,55,-3.949170341021075,6.896846422392741,-11192.000000000005
3093.9667737186737,55,-4.465034702604372,20.981764912464477,-11186.000000000002
2594.708652842376,55,-1.0041969043504513,57.07423322997245,-11183.500000000005
3522.808202818574,55,-7.768954336391536,28.33234498596982,-11176.500000000005
2736.7391432134846,54,-2.742105266285772,-3.157309538511325,-11196.000000000005
3066.7931038174693,55,-4.573714419232212,5.991147308723466,-11197.000000000005
2893.960733361224,55,-4.287783889339642,0.24167340031919265,-11201.500000000005
3052.0664385282957,55,-4.36753501118663,4.591032312873748,-11203.500000000005
3050.661185477114,55,-4.398121544025204,0.25676365060965445,-11208.500000000005
2908.1043128611013,55,-4.069082103282772,5.857773230655024,-11218.500000000005
3103.79137686343,54,-4.617655705545941,6.667440251832238,-11199.000000000005
2933.775929351636,55,-4.431539578383771,17.084209646397085,-11197.000000000005
2978.8523253233866,54,-4.112796098783799,25.676706719445384,-11191.000000000005
2985.750165906588,54,-5.086656688354452,10.69862910294286,-11191.000000000005
3021.566263283189,54,-4.245024915084515,-1.6309055686182752,-11208.000000000005
2921.1646225167974,55,-4.336915959697442,2.5274926066184817,-11202.000000000005
3039.5134305067795,55,-4.0609371455998104,-0.5862068546492891,-11166.000000000005
3016.97348030162,54,-5.052619962553451,2.3025441949220875,-10881.000000000005
3048.5936377466105,55,-4.090930916689005,-0.5535033366743094,-10663.000000000005
3030.6272177614414,54,-5.015308554424319,2.275186351576816,-10579.500000000004
2787.1846103763223,55,-3.2491877717663704,0.04535317028195153,-10894.500000000004
3264.6313938971907,54,-7.022343397687474,3.0010663378568734,-11129.500000000007
2905.7257351592298,55,-3.2851504459552574,1.7764455715481553,-11258.500000000007
2947.1627216185634,55,-4.3923097506318065,2.3122787999193983,-11262.000000000005
3075.4135994288877,55,-4.773731987813954,-0.1961184354488177,-11459.00000000001
2952.032716849565,54,-5.070097685492145,1.8553943313987187,-9346.000000000004
3050.3718017025285,54,-4.7459388965599345,0.5544466271062478,-5067.500000000003
2662.609180364637,55,-1.9365043316555737,2.651682146253572,-10852.000000000005
3335.5776475616776,54,-6.119347295591138,2.2155867816386525,-10949.500000000005
2921.644809523858,55,-3.8828414594436107,5.873468181603961,-11067.500000000005
3010.118893674798,55,-5.528089456938249,5.179811174366728,-11039.500000000005
2609.4918085246586,54,-2.122657447287474,14.789792620203533,-10986.500000000005
3663.2755425073096,54,-9.49555782785587,14.67433276594038,-10940.000000000005
2562.4982642591767,54,-2.514331963192305,6.195957183399596,-10871.000000000005
2956.9076973298725,54,-4.383119200974642,2.101649975605275,-10770.500000000005
2946.4075132216685,54,-3.704430535208062,3.0071232827443355,-10649.500000000007
3015.4432732144833,54,-5.669115420585631,3.218157088372186,-10444.500000000007
3039.1933485911427,54,-3.8262498329874166,3.3758006005788013,-10138.500000000004
2939.1670500161754,55,-3.9237212324009523,7.441707291390385,-9763.500000000004
3014.973987258437,54,-4.104184442640372,7.585683818286027,-9450.000000000004
3070.6952306526996,55,-4.2436117698211895,7.096649377280894,-9494.500000000004
2882.772255665591,54,-3.757041274466728,16.336073303735795,-10022.500000000005
3029.720704358201,55,-3.5033568217173685,9.96330727513008,-10582.000000000005
3212.4645369757695,55,-4.305384917591434,4.388401236194898,-10871.000000000005
2905.4992274806746,55,-3.3283952156164545,1.6190102556146608,-10948.000000000005
3090.6918550103587,55,-4.182268222244437,2.35053052914698,-10974.500000000004
3057.747449479963,55,-3.8376675594921275,1.4663672874701246,-10977.500000000004
2895.560556887696,55,-3.6912684823472053,1.8437129185741767,-10954.000000000004
3102.5654280639815,55,-3.947688036539998,3.7058854562993755,-10956.500000000004
3147.5183027007174,54,-5.419778804297697,2.7632078100446646,-10935.000000000005
2836.4439511032388,54,-4.0257052887449785,2.9780997819055535,-10915.000000000005
3059.365399191578,54,-4.565142141672746,5.404865409036646,-10929.000000000002
2907.2318458811797,55,-2.7752072504918517,2.2959458959220482,-10942.500000000002
3243.665204157708,54,-6.128853858041274,1.6827239553538798,-10949.500000000004
2982.8436516883503,54,-3.228333244112502,0.6918400863609517,-10957.500000000004
2968.642926772339,54,-4.0827257604749505,1.4282076711446265,-10955.500000000004
3009.2074481389736,55,-4.377872332490831,0.310825097283696,-10955.000000000004
3095.8814521704558,55,-4.322589349304133,1.954217878791993,-10969.000000000005
2930.602333967124,54,-4.185456173294096,1.836793565205642,-10979.500000000005
2857.825371299041,54,-2.7704533522937544,2.104826410082943,-10972.000000000007
3411.478913587099,55,-6.463668188904658,3.0977172489120917,-10977.500000000004
2774.422488148119,55,-2.961169526399923,4.166543651138841,-10975.000000000007
3032.5695973746506,55,-4.195507867077244,2.1829593479561984,-10971.000000000007
3003.292832204972,54,-4.442879805803879,2.234320811851643,-10944.500000000005
3000.120593763852,55,-4.24394488157103,1.8123077667036793,-10970.000000000005
3070.8318714111774,55,-3.985120470004299,1.9052047675713206,-10937.500000000005
2962.509362640416,54,-4.12448782504103,0.8841430119263611,-10927.000000000005
3029.0426930280396,55,-4.415013951080576,4.2551599406516925,-10915.000000000004
3080.9781671439805,54,-4.149320060572211,2.0196883025744965,-10712.500000000007
2881.578254057937,55,-3.930202150766555,3.1381961730270587,-10441.000000000004
3062.5052234255163,54,-4.072969898142363,4.858610974284191,-10257.000000000004
3006.657208194126,55,-4.0425267989801315,4.305958385950394,-10484.000000000005
2900.292902369713,55,-3.840048360485004,2.9966149446726096,-10740.000000000005
3045.6025849766647,55,-4.081741180570332,2.4907460647065234,-10941.000000000002
3204.2050585026263,55,-5.573885567655758,2.4053928388631034,-10994.000000000005
